Year,Month,City1,City2,PaxToCity2,PaxFromCity2,FreightToCity2,FreightFromCity2,MailToCity2,MailFromCity2
2016,08,AHMEDABAD,BENGALURU,18536.00,18791.00,,,,
2016,09,AHMEDABAD,BENGALURU,16998.00,18289.00,,,,
2016,10,AHMEDABAD,BENGALURU,21873.00,21287.00,,,,
2016,11,AHMEDABAD,BENGALURU,26929.00,26001.00,,,,
2016,12,AHMEDABAD,BENGALURU,28613.00,27751.00,,,,
2017,01,AHMEDABAD,BENGALURU,28184.00,27290.00,,,,
2017,02,AHMEDABAD,BENGALURU,24138.00,28172.00,,,,
2017,03,AHMEDABAD,BENGALURU,21654.00,27405.00,,,,
2017,04,AHMEDABAD,BENGALURU,24988.00,34003.00,,,,
2017,05,AHMEDABAD,BENGALURU,34072.00,30991.00,,,,
2017,06,AHMEDABAD,BENGALURU,27959.00,28915.00,,,,
2017,07,AHMEDABAD,BENGALURU,23582.00,21868.00,,,,
2017,08,AHMEDABAD,BENGALURU,23927.00,24540.00,,,,
2017,09,AHMEDABAD,BENGALURU,23688.00,26809.00,,,,
2017,10,AHMEDABAD,BENGALURU,38957.00,36953.00,,,,
2017,11,AHMEDABAD,BENGALURU,39184.00,39325.00,,,,
2017,12,AHMEDABAD,BENGALURU,47207.00,45707.00,,,,
2018,01,AHMEDABAD,BENGALURU,46738.00,45361.00,,,,
2018,02,AHMEDABAD,BENGALURU,42348.00,42407.00,,,,
2018,03,AHMEDABAD,BENGALURU,42360.00,43207.00,256.63,208.41,1.55,1.81
2018,04,AHMEDABAD,BENGALURU,47356.00,51207.00,216.77,210.61,2.08,1.59
2018,05,AHMEDABAD,BENGALURU,59614.00,49606.00,330.16,223.70,1.54,2.30
2018,06,AHMEDABAD,BENGALURU,48900.00,48941.00,338.65,232.09,1.80,1.49
2018,07,AHMEDABAD,BENGALURU,52531.00,50245.00,351.29,313.28,2.60,2.42
2018,08,AHMEDABAD,BENGALURU,50232.00,48869.00,285.50,211.77,2.79,1.33
2018,09,AHMEDABAD,BENGALURU,46812.00,47041.00,286.31,257.19,2.26,2.69
2018,10,AHMEDABAD,BENGALURU,48371.00,49109.00,308.76,259.83,1.92,0.71
2018,11,AHMEDABAD,BENGALURU,50244.00,50578.00,287.27,218.35,2.11,2.40
2018,12,AHMEDABAD,BENGALURU,51309.00,50972.00,341.97,235.27,3.61,0.98
2019,01,AHMEDABAD,BENGALURU,50324.00,49647.00,240.46,221.60,2.21,0.65
2019,02,AHMEDABAD,BENGALURU,43413.00,40975.00,237.39,240.81,1.45,0.47
2019,03,AHMEDABAD,BENGALURU,47745.00,46875.00,287.98,245.34,1.88,4.96
2019,04,AHMEDABAD,BENGALURU,39062.00,46183.00,208.79,196.00,1.59,0.22
2019,05,AHMEDABAD,BENGALURU,44289.00,42938.00,282.79,195.78,1.55,0.31
2019,06,AHMEDABAD,BENGALURU,38217.00,40754.00,261.18,180.65,1.54,0.12
2019,07,AHMEDABAD,BENGALURU,40042.00,41083.00,297.09,270.39,1.53,0.00
2019,08,AHMEDABAD,BENGALURU,39359.00,40885.00,267.02,290.32,1.62,0.00
2019,09,AHMEDABAD,BENGALURU,33806.00,36290.00,256.53,242.82,1.28,0.58
2019,10,AHMEDABAD,BENGALURU,34376.00,34431.00,315.83,263.30,1.22,0.90
2019,11,AHMEDABAD,BENGALURU,36384.00,36299.00,224.07,194.99,1.00,1.57
2019,12,AHMEDABAD,BENGALURU,34959.00,32550.00,153.52,191.49,0.73,0.44
2020,01,AHMEDABAD,BENGALURU,40756.00,39357.00,142.60,232.88,0.76,0.52
2020,02,AHMEDABAD,BENGALURU,38284.00,36667.00,152.21,193.94,0.78,0.72
2020,03,AHMEDABAD,BENGALURU,21411.00,25202.00,124.54,131.25,0.00,0.00
2020,05,AHMEDABAD,BENGALURU,835.00,1089.00,21.12,8.62,0.00,2.00
2020,06,AHMEDABAD,BENGALURU,7037.00,7121.00,149.92,80.54,0.37,8.52
2020,07,AHMEDABAD,BENGALURU,8121.00,9468.00,160.25,120.76,1.51,10.72
2020,08,AHMEDABAD,BENGALURU,18802.00,14916.00,236.56,187.50,2.34,8.07
2020,09,AHMEDABAD,BENGALURU,20896.00,14420.00,290.61,219.25,2.04,8.00
2020,10,AHMEDABAD,BENGALURU,20627.00,19771.00,323.92,244.28,1.72,8.08
2020,11,AHMEDABAD,BENGALURU,20909.00,23483.00,283.36,221.55,1.26,8.81
2020,12,AHMEDABAD,BENGALURU,26941.00,21798.00,175.04,233.94,1.29,15.73
2021,01,AHMEDABAD,BENGALURU,22268.00,19094.00,15.79,222.33,0.00,13.70
2021,02,AHMEDABAD,BENGALURU,23778.00,23974.00,48.23,273.78,0.00,6.12
2021,03,AHMEDABAD,BENGALURU,23499.00,23643.00,100.97,328.30,0.14,10.44
2021,04,AHMEDABAD,BENGALURU,14755.00,27887.00,168.12,345.63,0.00,6.06
2021,06,AHMEDABAD,BENGALURU,17404.00,12926.00,182.24,234.93,1.17,15.93
2021,07,AHMEDABAD,BENGALURU,19117.00,17209.00,227.10,297.71,1.44,17.65
2021,08,AHMEDABAD,BENGALURU,22432.00,20920.00,243.13,263.72,1.62,12.60
2021,09,AHMEDABAD,BENGALURU,23493.00,22955.00,269.78,218.95,1.76,12.35
2021,10,AHMEDABAD,BENGALURU,26833.00,26502.00,262.33,309.10,1.47,13.88
2021,11,AHMEDABAD,BENGALURU,35792.00,34523.00,254.83,238.47,1.08,13.40
2021,12,AHMEDABAD,BENGALURU,36378.00,32887.00,277.86,279.25,1.61,11.87
2022,01,AHMEDABAD,BENGALURU,22479.00,22524.00,251.73,242.64,2.25,10.18
2022,02,AHMEDABAD,BENGALURU,26013.00,25130.00,261.29,252.54,1.45,9.12
2022,03,AHMEDABAD,BENGALURU,31073.00,28381.00,284.49,219.35,1.32,15.79
2022,04,AHMEDABAD,BENGALURU,29523.00,29459.00,227.20,203.46,1.59,13.34
2022,05,AHMEDABAD,BENGALURU,38170.00,33762.00,292.87,230.89,1.56,9.61
2022,06,AHMEDABAD,BENGALURU,27615.00,28161.00,260.49,242.28,1.51,11.66
2022,07,AHMEDABAD,BENGALURU,24961.00,25097.00,292.40,296.53,1.74,12.06
2022,08,AHMEDABAD,BENGALURU,29913.00,31285.00,325.84,280.51,1.86,8.60
2022,09,AHMEDABAD,BENGALURU,37391.00,40238.00,373.95,303.18,1.03,6.70
2022,10,AHMEDABAD,BENGALURU,46782.00,44599.00,396.33,309.96,1.16,7.44
2022,11,AHMEDABAD,BENGALURU,45022.00,45380.00,395.25,288.15,1.05,9.12
2022,12,AHMEDABAD,BENGALURU,46809.00,45072.00,460.70,343.93,0.96,7.97
2023,01,AHMEDABAD,BENGALURU,47514.00,47479.00,404.35,297.75,0.94,8.76
2023,02,AHMEDABAD,BENGALURU,47099.00,46157.00,490.37,293.15,0.79,9.68
2023,03,AHMEDABAD,BENGALURU,47469.00,47218.00,563.21,353.25,1.04,9.08
2023,04,AHMEDABAD,BENGALURU,44849.00,47359.00,455.39,269.10,1.01,7.46
2023,05,AHMEDABAD,BENGALURU,47769.00,45562.00,493.75,312.09,1.18,8.48
2023,06,AHMEDABAD,BENGALURU,44269.00,44515.00,460.79,307.50,1.13,6.14
2023,07,AHMEDABAD,BENGALURU,38961.00,35663.00,458.00,303.29,1.38,14.33
2023,08,AHMEDABAD,BENGALURU,32242.00,32781.00,389.11,271.92,1.72,9.96
2023,09,AHMEDABAD,BENGALURU,29162.00,29277.00,385.18,249.81,1.07,10.06
2023,10,AHMEDABAD,BENGALURU,32249.00,34170.00,402.66,250.23,1.18,8.15
2023,11,AHMEDABAD,BENGALURU,33353.00,33338.00,379.52,244.11,1.06,10.02
2023,12,AHMEDABAD,BENGALURU,33132.00,32193.00,369.55,335.05,1.11,7.87
2024,01,AHMEDABAD,BENGALURU,34025.00,33230.00,368.60,314.04,1.33,7.37
2024,02,AHMEDABAD,BENGALURU,30321.00,29829.00,340.17,303.69,1.03,4.59
2024,03,AHMEDABAD,BENGALURU,33622.00,35150.00,401.06,273.89,0.77,3.99
2024,04,AHMEDABAD,BENGALURU,36287.00,41606.00,430.16,220.30,1.98,8.10
2024,06,AHMEDABAD,BENGALURU,33554.00,33685.00,474.07,263.96,0.73,9.74
2024,07,AHMEDABAD,BENGALURU,35490.00,36244.00,503.46,266.05,1.00,10.16
2024,08,AHMEDABAD,BENGALURU,37083.00,40713.00,504.74,231.32,1.50,12.28
2024,09,AHMEDABAD,BENGALURU,36518.00,39939.00,460.90,230.20,1.34,11.27
2024,10,AHMEDABAD,BENGALURU,39880.00,43183.00,541.86,263.30,2.80,10.73
2024,11,AHMEDABAD,BENGALURU,45675.00,45347.00,406.67,239.43,2.75,9.24
2024,12,AHMEDABAD,BENGALURU,47073.00,45163.00,407.25,285.43,1.83,12.57
2025,01,AHMEDABAD,BENGALURU,48818.00,46818.00,445.10,271.85,2.20,8.16
2025,02,AHMEDABAD,BENGALURU,41223.00,41582.00,420.44,234.87,1.98,5.30
2025,03,AHMEDABAD,BENGALURU,43663.00,42078.00,532.67,287.13,1.95,5.44
2018,04,AHMEDABAD,BHAVNAGAR,28.00,61.00,0.00,0.00,0.00,0.00
2018,05,AHMEDABAD,BHAVNAGAR,56.00,105.00,0.00,0.00,0.00,0.00
2018,08,AHMEDABAD,BHAVNAGAR,41.00,82.00,0.00,0.00,0.00,0.00
2018,09,AHMEDABAD,BHAVNAGAR,37.00,25.00,0.00,0.00,0.00,0.00
2018,10,AHMEDABAD,BHAVNAGAR,6.00,15.00,0.00,0.00,0.00,0.00
2020,01,AHMEDABAD,BHAVNAGAR,5.00,10.00,0.00,0.00,0.00,0.00
2015,04,AHMEDABAD,BHOPAL,208.00,128.00,,,,
2015,05,AHMEDABAD,BHOPAL,1020.00,720.00,,,,
2015,06,AHMEDABAD,BHOPAL,875.00,712.00,,,,
2015,07,AHMEDABAD,BHOPAL,916.00,572.00,,,,
2015,08,AHMEDABAD,BHOPAL,859.00,568.00,,,,
2015,09,AHMEDABAD,BHOPAL,762.00,518.00,,,,
2015,10,AHMEDABAD,BHOPAL,696.00,400.00,,,,
2015,11,AHMEDABAD,BHOPAL,842.00,588.00,,,,
2015,12,AHMEDABAD,BHOPAL,894.00,697.00,,,,
2016,01,AHMEDABAD,BHOPAL,724.00,344.00,,,,
2016,02,AHMEDABAD,BHOPAL,817.00,424.00,,,,
2016,03,AHMEDABAD,BHOPAL,631.00,265.00,,,,
2019,01,AHMEDABAD,BHOPAL,1380.00,1343.00,0.00,0.00,0.00,0.00
2019,02,AHMEDABAD,BHOPAL,1467.00,1400.00,0.06,0.00,0.00,0.00
2019,03,AHMEDABAD,BHOPAL,1196.00,1175.00,0.04,0.00,0.00,0.00
2019,09,AHMEDABAD,BHOPAL,392.00,383.00,0.00,0.00,0.00,0.00
2019,10,AHMEDABAD,BHOPAL,1920.00,1825.00,0.04,0.13,0.00,0.00
2019,12,AHMEDABAD,BHOPAL,1171.00,1166.00,0.00,0.70,0.00,0.00
2020,01,AHMEDABAD,BHOPAL,2129.00,1968.00,0.87,0.98,0.00,0.00
2020,02,AHMEDABAD,BHOPAL,2150.00,1988.00,0.36,1.20,0.00,0.00
2020,03,AHMEDABAD,BHOPAL,1381.00,1168.00,0.55,0.55,0.00,0.00
2020,07,AHMEDABAD,BHOPAL,2.00,0.00,0.00,0.00,0.00,0.00
2021,02,AHMEDABAD,BHOPAL,1328.00,1333.00,0.00,0.00,0.00,0.00
2021,03,AHMEDABAD,BHOPAL,1309.00,1188.00,0.00,0.04,0.00,0.44
2021,04,AHMEDABAD,BHOPAL,764.00,612.00,0.06,0.00,0.00,0.36
2021,09,AHMEDABAD,BHOPAL,44.00,0.00,0.00,0.00,0.00,0.00
2021,10,AHMEDABAD,BHOPAL,696.00,583.00,0.06,0.00,0.00,0.04
2021,11,AHMEDABAD,BHOPAL,1610.00,1917.00,0.05,0.00,0.00,0.49
2021,12,AHMEDABAD,BHOPAL,1737.00,1956.00,0.57,0.04,0.03,0.43
2022,01,AHMEDABAD,BHOPAL,1147.00,1321.00,0.29,0.00,0.00,0.77
2022,02,AHMEDABAD,BHOPAL,1769.00,2004.00,0.36,0.01,0.00,0.80
2022,03,AHMEDABAD,BHOPAL,1964.00,2102.00,0.18,0.00,0.00,0.79
2022,04,AHMEDABAD,BHOPAL,1957.00,1838.00,0.08,0.03,0.00,0.79
2022,05,AHMEDABAD,BHOPAL,2054.00,2034.00,0.40,0.00,0.00,0.64
2022,06,AHMEDABAD,BHOPAL,1263.00,1578.00,0.35,0.01,0.00,0.79
2022,07,AHMEDABAD,BHOPAL,1486.00,1741.00,0.49,0.00,0.00,0.62
2022,08,AHMEDABAD,BHOPAL,1614.00,1982.00,0.71,0.00,0.00,0.70
2022,09,AHMEDABAD,BHOPAL,1650.00,1882.00,0.80,0.00,0.00,0.73
2022,10,AHMEDABAD,BHOPAL,2018.00,1800.00,0.22,0.00,0.00,0.53
2022,11,AHMEDABAD,BHOPAL,1778.00,1996.00,0.50,0.00,0.00,0.61
2022,12,AHMEDABAD,BHOPAL,1814.00,1996.00,0.72,0.00,0.00,0.67
2023,01,AHMEDABAD,BHOPAL,1822.00,1926.00,0.70,0.00,0.00,0.78
2023,02,AHMEDABAD,BHOPAL,1761.00,1827.00,0.04,0.00,0.00,0.55
2023,03,AHMEDABAD,BHOPAL,1816.00,1824.00,0.06,0.00,0.00,0.69
2023,04,AHMEDABAD,BHOPAL,1560.00,1739.00,0.03,0.00,0.00,0.65
2023,05,AHMEDABAD,BHOPAL,1718.00,1729.00,0.04,0.00,0.00,0.60
2023,06,AHMEDABAD,BHOPAL,1750.00,2058.00,0.00,0.01,0.00,0.57
2023,07,AHMEDABAD,BHOPAL,1877.00,1949.00,0.02,0.00,0.00,1.02
2023,08,AHMEDABAD,BHOPAL,2024.00,2036.00,0.14,0.01,0.00,0.96
2023,09,AHMEDABAD,BHOPAL,1761.00,2015.00,0.16,0.01,0.00,0.70
2023,10,AHMEDABAD,BHOPAL,1905.00,1862.00,0.15,0.00,0.00,0.80
2023,11,AHMEDABAD,BHOPAL,2051.00,1989.00,0.20,0.06,0.00,0.72
2023,12,AHMEDABAD,BHOPAL,2213.00,2311.00,0.04,0.01,0.13,0.85
2024,01,AHMEDABAD,BHOPAL,2267.00,2280.00,0.07,0.00,0.35,0.99
2024,02,AHMEDABAD,BHOPAL,2074.00,2126.00,0.00,0.00,0.53,0.90
2024,03,AHMEDABAD,BHOPAL,2723.00,2855.00,0.02,0.00,0.92,0.76
2024,04,AHMEDABAD,BHOPAL,4133.00,3826.00,0.21,0.00,0.65,0.68
2024,06,AHMEDABAD,BHOPAL,3759.00,3956.00,0.17,0.02,0.75,0.72
2024,07,AHMEDABAD,BHOPAL,3558.00,3885.00,0.37,0.05,0.96,1.06
2024,08,AHMEDABAD,BHOPAL,3850.00,4180.00,0.73,0.00,1.24,1.08
2024,09,AHMEDABAD,BHOPAL,3812.00,3860.00,0.48,0.09,0.73,1.46
2024,10,AHMEDABAD,BHOPAL,3964.00,3397.00,0.14,0.00,0.69,0.87
2024,11,AHMEDABAD,BHOPAL,3832.00,4371.00,0.18,0.00,0.72,0.71
2024,12,AHMEDABAD,BHOPAL,4146.00,4515.00,0.36,0.05,0.18,0.92
2025,01,AHMEDABAD,BHOPAL,4251.00,4182.00,0.56,0.00,0.40,1.36
2025,02,AHMEDABAD,BHOPAL,4041.00,4016.00,0.50,0.00,0.12,0.95
2025,03,AHMEDABAD,BHOPAL,4069.00,3920.00,0.53,0.00,0.26,1.09
2017,06,AHMEDABAD,BHUBANESWAR,38.00,0.00,,,,
2017,07,AHMEDABAD,BHUBANESWAR,183.00,0.00,,,,
2017,08,AHMEDABAD,BHUBANESWAR,146.00,0.00,,,,
2017,09,AHMEDABAD,BHUBANESWAR,110.00,0.00,,,,
2017,10,AHMEDABAD,BHUBANESWAR,236.00,0.00,,,,
2017,11,AHMEDABAD,BHUBANESWAR,165.00,0.00,,,,
2017,12,AHMEDABAD,BHUBANESWAR,267.00,0.00,,,,
2018,01,AHMEDABAD,BHUBANESWAR,727.00,0.00,,,,
2018,02,AHMEDABAD,BHUBANESWAR,485.00,0.00,,,,
2018,03,AHMEDABAD,BHUBANESWAR,742.00,0.00,9.68,0.00,0.00,0.00
2018,04,AHMEDABAD,BHUBANESWAR,427.00,0.00,7.95,0.00,0.00,0.00
2018,05,AHMEDABAD,BHUBANESWAR,204.00,0.00,7.65,0.00,0.75,0.00
2018,06,AHMEDABAD,BHUBANESWAR,382.00,0.00,9.81,0.00,0.68,0.00
2018,07,AHMEDABAD,BHUBANESWAR,160.00,0.00,12.47,0.00,0.63,0.00
2018,08,AHMEDABAD,BHUBANESWAR,369.00,0.00,12.92,0.00,0.91,0.00
2018,09,AHMEDABAD,BHUBANESWAR,955.00,937.00,13.97,0.00,0.81,0.00
2018,10,AHMEDABAD,BHUBANESWAR,2064.00,1366.00,15.50,0.03,0.75,0.00
2018,11,AHMEDABAD,BHUBANESWAR,3838.00,2816.00,18.86,0.19,1.13,0.00
2018,12,AHMEDABAD,BHUBANESWAR,1052.00,53.00,17.71,0.00,0.61,0.00
2019,01,AHMEDABAD,BHUBANESWAR,743.00,0.00,19.09,0.00,0.25,0.00
2019,02,AHMEDABAD,BHUBANESWAR,415.00,0.00,10.32,0.00,0.01,0.00
2019,03,AHMEDABAD,BHUBANESWAR,1415.00,0.00,17.61,0.00,0.08,0.00
2019,04,AHMEDABAD,BHUBANESWAR,1078.00,0.00,10.85,0.00,0.06,0.00
2019,05,AHMEDABAD,BHUBANESWAR,918.00,0.00,11.84,0.00,0.00,0.00
2019,06,AHMEDABAD,BHUBANESWAR,1203.00,416.00,10.11,1.84,0.01,0.00
2019,07,AHMEDABAD,BHUBANESWAR,128.00,20.00,1.73,0.00,0.00,0.00
2019,09,AHMEDABAD,BHUBANESWAR,207.00,194.00,10.62,4.03,0.09,0.43
2019,10,AHMEDABAD,BHUBANESWAR,1513.00,727.00,16.46,0.34,0.54,1.50
2019,11,AHMEDABAD,BHUBANESWAR,4745.00,4537.00,36.87,0.06,0.78,0.85
2019,12,AHMEDABAD,BHUBANESWAR,4558.00,4490.00,23.55,2.38,1.98,1.07
2020,01,AHMEDABAD,BHUBANESWAR,4954.00,4683.00,35.18,0.84,1.06,1.06
2020,02,AHMEDABAD,BHUBANESWAR,4639.00,4148.00,35.74,0.92,0.65,1.15
2020,03,AHMEDABAD,BHUBANESWAR,2959.00,2457.00,27.07,7.20,0.00,0.00
2020,08,AHMEDABAD,BHUBANESWAR,339.00,849.00,3.67,3.23,0.00,0.03
2020,09,AHMEDABAD,BHUBANESWAR,1807.00,4244.00,11.31,0.77,0.00,0.70
2020,10,AHMEDABAD,BHUBANESWAR,2368.00,4249.00,14.37,0.58,0.71,1.21
2020,11,AHMEDABAD,BHUBANESWAR,3745.00,3976.00,17.56,0.71,0.32,1.26
2020,12,AHMEDABAD,BHUBANESWAR,4055.00,4616.00,14.83,0.75,1.83,1.16
2021,01,AHMEDABAD,BHUBANESWAR,3319.00,3819.00,0.00,0.55,0.00,1.08
2021,02,AHMEDABAD,BHUBANESWAR,4135.00,3924.00,0.00,3.48,0.00,0.76
2021,03,AHMEDABAD,BHUBANESWAR,3923.00,3196.00,0.00,10.75,0.00,1.11
2021,04,AHMEDABAD,BHUBANESWAR,1871.00,1530.00,4.63,11.38,0.00,0.61
2021,06,AHMEDABAD,BHUBANESWAR,373.00,456.00,1.91,0.67,0.00,0.09
2021,07,AHMEDABAD,BHUBANESWAR,1349.00,1391.00,4.41,0.00,0.00,0.70
2021,08,AHMEDABAD,BHUBANESWAR,2378.00,2486.00,6.37,1.67,0.03,0.82
2021,09,AHMEDABAD,BHUBANESWAR,2623.00,2945.00,23.97,0.89,2.78,0.87
2021,10,AHMEDABAD,BHUBANESWAR,3516.00,3221.00,28.88,1.85,0.00,1.03
2021,11,AHMEDABAD,BHUBANESWAR,3842.00,4135.00,11.60,2.95,0.00,0.96
2021,12,AHMEDABAD,BHUBANESWAR,3744.00,4249.00,14.95,5.00,0.00,0.93
2022,01,AHMEDABAD,BHUBANESWAR,113.00,0.00,0.00,0.00,0.00,0.00
2022,03,AHMEDABAD,BHUBANESWAR,1811.00,0.00,5.30,0.00,0.00,0.00
2022,06,AHMEDABAD,BHUBANESWAR,3461.00,3422.00,23.70,0.47,0.21,0.81
2022,07,AHMEDABAD,BHUBANESWAR,1297.00,1420.00,12.51,3.50,0.00,0.33
2022,09,AHMEDABAD,BHUBANESWAR,1366.00,1491.00,5.65,1.07,0.00,0.23
2022,10,AHMEDABAD,BHUBANESWAR,3852.00,3472.00,12.42,1.59,0.00,0.47
2022,11,AHMEDABAD,BHUBANESWAR,2317.00,2436.00,8.29,0.39,0.00,0.28
2022,12,AHMEDABAD,BHUBANESWAR,2649.00,2513.00,8.47,0.48,0.00,0.36
2023,01,AHMEDABAD,BHUBANESWAR,3854.00,3625.00,13.18,0.10,0.00,0.00
2023,02,AHMEDABAD,BHUBANESWAR,4374.00,4169.00,14.66,0.10,0.00,0.00
2023,03,AHMEDABAD,BHUBANESWAR,4337.00,4072.00,20.89,0.10,0.00,0.00
2023,04,AHMEDABAD,BHUBANESWAR,2635.00,2483.00,8.76,0.46,0.00,0.30
2023,05,AHMEDABAD,BHUBANESWAR,2966.00,2853.00,13.01,2.62,0.00,0.40
2023,06,AHMEDABAD,BHUBANESWAR,2830.00,2578.00,8.09,2.16,0.00,0.31
2023,07,AHMEDABAD,BHUBANESWAR,2661.00,2668.00,9.06,1.09,0.00,0.48
2023,08,AHMEDABAD,BHUBANESWAR,2537.00,2541.00,8.00,1.54,0.00,0.64
2023,09,AHMEDABAD,BHUBANESWAR,2860.00,2707.00,9.34,3.06,0.00,0.40
2023,10,AHMEDABAD,BHUBANESWAR,2902.00,2773.00,12.44,2.08,0.05,0.38
2023,11,AHMEDABAD,BHUBANESWAR,2173.00,2196.00,11.56,2.18,0.00,0.31
2023,12,AHMEDABAD,BHUBANESWAR,2273.00,2290.00,7.81,5.09,0.10,0.48
2024,01,AHMEDABAD,BHUBANESWAR,2427.00,2394.00,14.34,6.87,0.29,0.53
2024,02,AHMEDABAD,BHUBANESWAR,2013.00,1997.00,8.62,3.68,10.18,0.35
2024,03,AHMEDABAD,BHUBANESWAR,2212.00,2140.00,5.36,1.50,0.49,0.22
2024,04,AHMEDABAD,BHUBANESWAR,2221.00,2187.00,7.98,2.70,0.84,0.30
2024,06,AHMEDABAD,BHUBANESWAR,2024.00,1976.00,9.93,0.20,0.48,0.35
2024,07,AHMEDABAD,BHUBANESWAR,2225.00,2269.00,7.40,0.56,0.97,0.41
2024,08,AHMEDABAD,BHUBANESWAR,2046.00,2021.00,7.12,0.58,0.88,0.43
2024,09,AHMEDABAD,BHUBANESWAR,3587.00,3406.00,12.53,1.23,1.03,0.70
2024,10,AHMEDABAD,BHUBANESWAR,5105.00,4594.00,24.73,5.38,1.04,0.92
2024,11,AHMEDABAD,BHUBANESWAR,5233.00,5343.00,17.13,4.58,1.22,1.09
2024,12,AHMEDABAD,BHUBANESWAR,5737.00,5691.00,20.00,0.53,1.15,1.30
2025,01,AHMEDABAD,BHUBANESWAR,5963.00,5868.00,21.17,3.21,1.49,1.39
2025,02,AHMEDABAD,BHUBANESWAR,5040.00,5015.00,17.30,4.94,0.84,0.99
2025,03,AHMEDABAD,BHUBANESWAR,6226.00,6047.00,22.48,3.83,1.06,1.14
2022,06,AHMEDABAD,BHUJ,643.00,643.00,0.00,0.00,0.00,0.00
2022,07,AHMEDABAD,BHUJ,615.00,553.00,0.00,0.00,0.00,0.00
2022,08,AHMEDABAD,BHUJ,568.00,466.00,0.00,0.00,0.00,0.00
2022,09,AHMEDABAD,BHUJ,546.00,561.00,0.00,0.00,0.00,0.00
2022,10,AHMEDABAD,BHUJ,541.00,549.00,0.00,0.00,0.00,0.00
2022,11,AHMEDABAD,BHUJ,737.00,735.00,0.00,0.00,0.00,0.00
2022,12,AHMEDABAD,BHUJ,1000.00,1033.00,0.00,0.00,0.00,0.00
2023,01,AHMEDABAD,BHUJ,886.00,981.00,0.00,0.00,0.00,0.00
2023,02,AHMEDABAD,BHUJ,891.00,847.00,0.00,0.00,0.00,0.00
2023,03,AHMEDABAD,BHUJ,889.00,867.00,0.00,0.00,0.00,0.00
2023,04,AHMEDABAD,BHUJ,1072.00,979.00,0.00,0.00,0.00,0.00
2023,05,AHMEDABAD,BHUJ,870.00,910.00,0.00,0.00,0.00,0.00
2023,06,AHMEDABAD,BHUJ,658.00,557.00,0.00,0.00,0.00,0.00
2023,07,AHMEDABAD,BHUJ,850.00,874.00,0.00,0.00,0.00,0.00
2023,08,AHMEDABAD,BHUJ,1230.00,1120.00,0.00,0.00,0.00,0.00
2023,09,AHMEDABAD,BHUJ,771.00,701.00,0.00,0.00,0.00,0.00
2023,10,AHMEDABAD,BHUJ,959.00,798.00,0.00,0.00,0.00,0.00
2023,11,AHMEDABAD,BHUJ,1128.00,1055.00,0.00,0.00,0.00,0.00
2023,12,AHMEDABAD,BHUJ,1287.00,1325.00,0.00,0.00,0.00,0.00
2024,01,AHMEDABAD,BHUJ,1331.00,1398.00,0.00,0.00,0.00,0.00
2024,02,AHMEDABAD,BHUJ,1268.00,1327.00,0.00,0.00,0.00,0.00
2024,03,AHMEDABAD,BHUJ,1004.00,964.00,0.00,0.00,0.00,0.00
2024,04,AHMEDABAD,BHUJ,952.00,883.00,0.00,0.00,0.00,0.00
2024,06,AHMEDABAD,BHUJ,903.00,848.00,0.00,0.00,0.00,0.00
2024,07,AHMEDABAD,BHUJ,896.00,811.00,0.00,0.00,0.00,0.00
2024,08,AHMEDABAD,BHUJ,1132.00,967.00,0.00,0.00,0.00,0.00
2024,09,AHMEDABAD,BHUJ,1124.00,971.00,0.00,0.00,0.00,0.00
2024,10,AHMEDABAD,BHUJ,1164.00,1254.00,0.00,0.00,0.00,0.00
2024,11,AHMEDABAD,BHUJ,1564.00,1237.00,0.00,0.00,0.00,0.00
2024,12,AHMEDABAD,BHUJ,1850.00,1718.00,0.00,0.00,0.00,0.00
2025,01,AHMEDABAD,BHUJ,1797.00,1709.00,0.00,0.00,0.00,0.00
2025,02,AHMEDABAD,BHUJ,1633.00,1557.00,0.00,0.00,0.00,0.00
2025,03,AHMEDABAD,BHUJ,1336.00,1247.00,0.00,0.00,0.00,0.00
2018,06,AHMEDABAD,CHANDIGARH,4044.00,3887.00,16.97,37.58,0.00,0.00
2018,07,AHMEDABAD,CHANDIGARH,3808.00,4027.00,17.10,49.67,0.00,0.00
2018,08,AHMEDABAD,CHANDIGARH,4107.00,3991.00,22.38,31.17,0.00,0.00
2018,09,AHMEDABAD,CHANDIGARH,4250.00,4309.00,25.82,30.61,0.00,0.00
2018,10,AHMEDABAD,CHANDIGARH,4685.00,4379.00,26.35,37.06,0.00,0.00
2018,11,AHMEDABAD,CHANDIGARH,4479.00,4124.00,11.28,27.16,0.00,0.00
2018,12,AHMEDABAD,CHANDIGARH,4282.00,4072.00,14.56,27.46,0.00,0.00
2019,01,AHMEDABAD,CHANDIGARH,4672.00,4153.00,5.77,22.09,0.00,0.00
2019,02,AHMEDABAD,CHANDIGARH,5823.00,5610.00,5.62,27.05,0.00,0.00
2019,03,AHMEDABAD,CHANDIGARH,6208.00,6260.00,12.45,29.63,0.00,0.00
2019,04,AHMEDABAD,CHANDIGARH,4567.00,4443.00,10.44,23.15,0.00,0.00
2019,05,AHMEDABAD,CHANDIGARH,4698.00,4600.00,15.23,44.01,0.00,0.00
2019,06,AHMEDABAD,CHANDIGARH,4155.00,4278.00,10.38,42.19,0.00,0.00
2019,07,AHMEDABAD,CHANDIGARH,4450.00,4273.00,11.15,26.12,0.00,0.00
